hotel_ID;Reserve_ID;pais;estado_reserva;room_ID;tipo_quarto;rate_plan;data_reserva;num_noites;Quantidade de quartos;ocupacao;adultos;criancas;bebes;preco_euros;data_chegada;data_partida;preco_noite;preco_noite_adulto;preco_noite_ocupacao
304;1723580;Portugal;Registado;1909;101 - Duplo Superior;Tarifa Site;18/04/2023 12:34;1;1;2;2;0;0;69.0;2023-04-18;2023-04-19;69.0;34.5;34.5
444;1723555;Espanha;Registado;2074;Duplo   Vista Mar lateral;Normal;18/04/2023 12:04;5;1;2;2;0;0;550.0;2023-04-24;2023-04-29;110.0;55.0;55.0
495;1723511;Portugal;Registado;2336;Suite Deluxe;Bar;18/04/2023 11:22;1;1;4;4;0;0;280.0;2023-04-29;2023-04-30;280.0;70.0;70.0
537;1723510;Portugal;Cancelado;2721;Alojamento Nisa;Não Reembolsável;18/04/2023 11:22;3;1;2;2;0;1;388.4999999998;2023-06-08;2023-06-11;129.49999999993335;64.74999999996668;64.74999999996668
537;1723510;Portugal;Cancelado;2530;Alojamento Alqueva;Não Reembolsável;18/04/2023 11:22;3;1;2;2;0;0;388.4999999998;2023-06-08;2023-06-11;129.49999999993335;64.74999999996668;64.74999999996668
444;1723501;Portugal;Registado;2075;Suite Junior;Normal;18/04/2023 11:09;2;1;2;2;0;0;580.0;2023-08-04;2023-08-06;290.0;145.0;145.0
309;1723499;Holanda;Cancelado;1372;Quarto Duplo Standard;MR - Main Rate;18/04/2023 11:05;1;1;1;1;0;0;57.0;2023-04-24;2023-04-25;57.0;57.0;57.0
309;1723497;Holanda;NãoRegistado;1372;Quarto Duplo Standard;MR - Main Rate;18/04/2023 11:04;1;1;1;1;0;0;57.0;2023-04-24;2023-04-25;57.0;57.0;57.0
328;1723488;Portugal;Registado;1452;Single Room;WebSite;18/04/2023 10:58;1;1;1;1;0;0;51.36;2023-04-19;2023-04-20;51.36;51.36;51.36
314;1723445;Alemanha;Registado;1428;Quarto Individual;Standard;18/04/2023 10:15;2;1;1;1;0;0;160.0;2023-06-05;2023-06-07;80.0;80.0;80.0
535;1723418;Portugal;Registado;2523;Quarto Duplo;WebSite;18/04/2023 09:46;1;1;2;2;0;0;81.0;2023-04-30;2023-05-01;81.0;40.5;40.5
535;1723414;Portugal;Pendente;2523;Quarto Duplo;WebSite;18/04/2023 09:41;2;1;1;1;0;0;133.0;2023-04-19;2023-04-21;66.5;66.5;66.5
309;1723388;Portugal;Pendente;1430;Quarto Twin Superior;MR - Main Rate;18/04/2023 09:10;3;1;1;1;0;0;202.536;2023-04-18;2023-04-21;67.512;67.512;67.512
556;1723333;Portugal;Pendente;2831;Double Room Standard;WEB (Best Available Rate) BB;18/04/2023 08:09;1;1;2;2;0;0;57.8;2023-05-07;2023-05-08;57.8;28.9;28.9
514;1723323;Portugal;NãoRegistado;2425;Eco Garden Room;No Refundable;18/04/2023 07:54;2;1;1;1;0;0;225.0;2023-04-29;2023-05-01;112.5;112.5;112.5
313;1723206;Alemanha;Registado;1382;Quartos V, VI, VII (Vista Mar);Normal;18/04/2023 03:39;2;1;1;1;0;0;360.0;2023-04-21;2023-04-23;180.0;180.0;180.0
313;1723206;Alemanha;Registado;1378;Quartos I, II, III, IV (Terraço Privado);Normal;18/04/2023 03:39;2;1;1;1;0;0;400.0;2023-04-21;2023-04-23;200.0;200.0;200.0
403;1723139;Estados Unidos;Registado;1876;Quarto Standard;Tarifa sem pequeno-almoço;18/04/2023 00:27;1;3;2;6;0;0;195.0;2023-04-30;2023-05-01;195.0;32.5;97.5
556;1723080;Portugal;Pendente;2831;Double Room Standard;WEB (Best Available Rate) BB;17/04/2023 22:51;2;1;2;2;0;0;130.05;2023-04-22;2023-04-24;65.025;32.5125;32.5125
314;1723064;Alemanha;Registado;1387;Twin;Standard;17/04/2023 22:33;2;1;2;2;0;0;200.0;2023-04-18;2023-04-20;100.0;50.0;50.0
444;1723060;Portugal;Registado;2074;Duplo   Vista Mar lateral;Normal;17/04/2023 22:30;2;1;1;1;1;0;220.0;2023-04-21;2023-04-23;110.0;110.0;110.0
444;1723060;Portugal;Registado;2386;Twin vista  mar parcial;Normal;17/04/2023 22:30;2;1;1;1;1;0;220.0;2023-04-21;2023-04-23;110.0;110.0;110.0
426;1723048;Portugal;Registado;1991;Duplo Premium - Cama de Casal;BAR;17/04/2023 22:17;1;1;2;2;1;0;99.0;2023-06-09;2023-06-10;99.0;49.5;49.5
444;1723025;Portugal;Registado;2075;Suite Junior;Normal;17/04/2023 21:51;1;3;2;6;0;0;420.0;2023-04-29;2023-04-30;420.0;70.0;210.0
535;1723023;Portugal;Registado;2527;Suite;WebSite;17/04/2023 21:49;1;1;2;2;0;0;99.0;2023-06-08;2023-06-09;99.0;49.5;49.5
49;1723014;Israel;Registado;211;"\"Quarto Duplo \"\"Terrace\"\"\"";Melhor Preço Garantido;17/04/2023 21:38;1;2;2;4;0;0;320.0;2023-04-28;2023-04-29;320.0;80.0;160.0
444;1723011;Portugal;Registado;2075;Suite Junior;Normal;17/04/2023 21:35;1;1;2;2;1;0;165.0;2023-04-30;2023-05-01;165.0;82.5;82.5
444;1723011;Portugal;Registado;2075;Suite Junior;Normal;17/04/2023 21:35;1;1;2;2;0;0;140.0;2023-04-30;2023-05-01;140.0;70.0;70.0
535;1723007;Portugal;Registado;2523;Quarto Duplo;WebSite;17/04/2023 21:29;2;2;2;4;0;0;360.0;2023-07-15;2023-07-17;180.0;45.0;90.0
311;1722998;Reino Unido;Registado;1407;DB - Quarto Duplo Standard;MR - Main Rate;17/04/2023 21:22;1;1;2;2;0;0;80.75;2023-06-03;2023-06-04;80.75;40.375;40.375
421;1722987;Espanha;Registado;1930;Duplo ou Twin Superior;Reserva Antecipada;17/04/2023 21:14;1;1;2;2;0;0;97.2;2023-04-18;2023-04-19;97.2;48.6;48.6
319;1722957;Portugal;Cancelado;2889;City Individual;Normal (RO);17/04/2023 20:46;2;1;1;1;0;0;90.0;2023-05-05;2023-05-07;45.0;45.0;45.0
378;1722950;Portugal;Registado;1730;Duplo Vista Mosteiro;Tarifa Não Reembolsável - Directo;17/04/2023 20:41;1;1;2;2;0;0;100.0;2023-04-22;2023-04-23;100.0;50.0;50.0
309;1722945;Portugal;Pendente;1372;Quarto Duplo Standard;MR - Main Rate;17/04/2023 20:36;1;1;1;1;0;0;55.29;2023-04-19;2023-04-20;55.29;55.29;55.29
482;1722876;Bélgica;Registado;2286;Apartamento T2;(WEB) Best Available Rate*;17/04/2023 19:29;14;1;5;5;0;0;1686.25;2023-09-26;2023-10-10;120.44642857142857;24.089285714285715;24.089285714285715
443;1722873;Suiça;Registado;2063;Superior Vista Mar;Normal;17/04/2023 19:27;3;1;2;2;0;0;761.0;2023-04-23;2023-04-26;253.66666666666666;126.83333333333333;126.83333333333333
328;1722872;Holanda;Registado;1456;Superior Double Room;WebSite;17/04/2023 19:27;4;1;1;1;0;0;283.84;2023-04-18;2023-04-22;70.96;70.96;70.96
309;1722862;Portugal;NãoRegistado;1372;Quarto Duplo Standard;MR - Main Rate;17/04/2023 19:19;1;1;2;2;0;0;55.29;2023-04-18;2023-04-19;55.29;27.645;27.645
320;1722860;Alemanha;Registado;1409;Suite Twin;Standard Rate s/ PA;17/04/2023 19:17;5;1;1;1;0;0;290.0;2023-09-18;2023-09-23;58.0;58.0;58.0
444;1722839;Suiça;Registado;2384;Twin;Normal;17/04/2023 18:50;5;1;1;1;0;1;700.0;2023-07-27;2023-08-01;140.0;140.0;140.0
444;1722839;Suiça;Registado;2384;Twin;Normal;17/04/2023 18:50;6;1;2;2;0;0;950.0;2023-07-27;2023-08-02;158.33333333333334;79.16666666666667;79.16666666666667
238;1722831;Suiça;Registado;937;Standard Front / Side Balcony;Estadia Normal;17/04/2023 18:44;4;1;2;2;0;0;512.0;2023-08-08;2023-08-12;128.0;64.0;64.0
539;1722812;Portugal;Confirmado;2542;Quarto Dpl. Standard;Bar;17/04/2023 18:26;1;1;1;1;0;0;65.0;2023-06-03;2023-06-04;65.0;65.0;65.0
539;1722807;Portugal;Confirmado;2542;Quarto Dpl. Standard;Bar;17/04/2023 18:24;1;1;1;1;0;0;65.0;2023-06-03;2023-06-04;65.0;65.0;65.0
319;1722782;Portugal;Registado;2890;City Duplo;Normal (RO);17/04/2023 17:52;1;1;2;2;0;0;61.0;2023-05-10;2023-05-11;61.0;30.5;30.5
179;1722772;Reino Unido;Registado;632;King Comfort;No Reembolsable 13%;17/04/2023 17:44;3;4;1;4;0;0;1670.4;2023-04-25;2023-04-28;556.8000000000001;139.20000000000002;556.8000000000001
179;1722772;Reino Unido;Registado;1766;Suite Comfort Plus;No Reembolsable 13%;17/04/2023 17:44;3;1;1;1;0;0;587.25;2023-04-25;2023-04-28;195.75;195.75;195.75
179;1722767;França;Registado;631;Twin Comfort;No Reembolsable 13%;17/04/2023 17:38;1;1;2;2;0;0;172.26;2023-05-27;2023-05-28;172.26;86.13;86.13
44;1722730;Estados Unidos;Registado;189;Suite Vista Pinhão;BAR;17/04/2023 17:07;1;1;2;2;0;0;187.0;2023-04-29;2023-04-30;187.0;93.5;93.5
304;1722727;Reino Unido;Registado;1352;104 - Quarto Duplo;Tarifa Site;17/04/2023 17:02;1;1;1;1;0;0;65.32;2023-08-20;2023-08-21;65.32;65.32;65.32
304;1722727;Reino Unido;Registado;1360;204 - Duplo Superior;Tarifa Site;17/04/2023 17:02;1;1;1;1;0;0;81.88;2023-08-20;2023-08-21;81.88;81.88;81.88
311;1722724;Reino Unido;Registado;1407;DB - Quarto Duplo Standard;MR - Main Rate;17/04/2023 16:58;1;1;2;2;0;0;85.5;2023-07-02;2023-07-03;85.5;42.75;42.75
539;1722695;Portugal;Confirmado;2542;Quarto Dpl. Standard;Bar;17/04/2023 16:35;1;1;1;1;0;0;90.0;2023-04-23;2023-04-24;90.0;90.0;90.0
328;1722686;Alemanha;Registado;1452;Single Room;WebSite;17/04/2023 16:23;1;1;1;1;0;0;51.36;2023-04-30;2023-05-01;51.36;51.36;51.36
444;1722657;Estados Unidos;Registado;2074;Duplo   Vista Mar lateral;Normal;17/04/2023 15:53;6;1;2;2;0;0;900.0;2023-09-13;2023-09-19;150.0;75.0;75.0
556;1722604;Portugal;Pendente;2831;Double Room Standard;WEB (Best Available Rate) BB;17/04/2023 15:33;2;1;2;2;0;0;144.5;2023-04-28;2023-04-30;72.25;36.125;36.125
556;1722575;Portugal;Pendente;2833;Triple Room Standard;WEB (Best Available Rate) BB;17/04/2023 14:32;2;1;2;2;0;0;155.55;2023-04-29;2023-05-01;77.775;38.8875;38.8875
309;1722552;Portugal;Modificada;2254;Quarto Duplo Superior;Main Rate BB;17/04/2023 14:08;1;1;2;2;0;0;81.78;2023-04-18;2023-04-19;81.78;40.89;40.89
403;1722536;Portugal;Modificada;1876;Quarto Standard;Tarifa com pequeno-almoço;17/04/2023 13:55;1;1;1;1;0;0;74.5;2023-04-22;2023-04-23;74.5;74.5;74.5
309;1722529;Portugal;Cancelado;2254;Quarto Duplo Superior;Main Rate BB;17/04/2023 13:49;1;1;2;2;0;0;81.78;2023-04-17;2023-04-18;81.78;40.89;40.89
310;1722523;Portugal;Modificada;1673;Quarto Duplo Superior;MR - Main Rate;17/04/2023 13:45;1;1;1;1;0;0;64.505;2023-04-18;2023-04-19;64.505;64.505;64.505
311;1722475;Japão;Registado;1407;DB - Quarto Duplo Standard;MR - Main Rate;17/04/2023 13:05;1;1;1;1;0;0;78.3275;2023-06-02;2023-06-03;78.3275;78.3275;78.3275
310;1722465;Reino Unido;Registado;1673;Quarto Duplo Superior;Main Rate BB;17/04/2023 12:58;8;1;2;2;0;0;685.596;2023-08-07;2023-08-15;85.6995;42.84975;42.84975
311;1722464;Japão;Registado;2034;DBS - Quarto Duplo Superior;Main Rate BB;17/04/2023 12:58;1;1;1;1;0;0;82.47425;2023-05-20;2023-05-21;82.47425;82.47425;82.47425
310;1722459;Reino Unido;NãoRegistado;1673;Quarto Duplo Superior;Main Rate BB;17/04/2023 12:53;8;1;2;2;0;0;685.596;2023-08-07;2023-08-15;85.6995;42.84975;42.84975
311;1722453;Japão;NãoRegistado;2034;DBS - Quarto Duplo Superior;Main Rate BB;17/04/2023 12:46;1;1;1;1;0;0;82.47425;2023-05-20;2023-05-21;82.47425;82.47425;82.47425
311;1722450;Japão;NãoRegistado;2034;DBS - Quarto Duplo Superior;Main Rate BB;17/04/2023 12:41;1;1;1;1;0;0;82.47425;2023-05-20;2023-05-21;82.47425;82.47425;82.47425
309;1722440;Portugal;Registado;1372;Quarto Duplo Standard;MR - Main Rate;17/04/2023 12:28;1;1;2;2;0;0;55.29;2023-04-18;2023-04-19;55.29;27.645;27.645
309;1722430;Portugal;NãoRegistado;1372;Quarto Duplo Standard;MR - Main Rate;17/04/2023 12:16;1;1;2;2;0;0;55.29;2023-04-18;2023-04-19;55.29;27.645;27.645
310;1722397;Portugal;Registado;1674;Quarto Twin Superior;MR - Main Rate;17/04/2023 11:40;4;1;2;2;0;0;258.02;2023-04-17;2023-04-21;64.505;32.2525;32.2525
482;1722352;Portugal;Registado;2285;Apartamento T1;(WEB) Non-refundable Rate *;17/04/2023 10:49;1;1;2;2;0;0;48.59;2023-04-17;2023-04-18;48.59;24.295;24.295
535;1722337;Portugal;Cancelado;2524;Quarto Twin;WebSite;17/04/2023 10:31;2;1;2;2;0;0;126.0;2023-04-19;2023-04-21;63.0;31.5;31.5
310;1722329;Portugal;Modificada;1395;Quarto Duplo Standard;Main Rate BB;17/04/2023 10:22;1;1;1;1;0;0;68.65175;2023-04-19;2023-04-20;68.65175;68.65175;68.65175
482;1722306;Portugal;Cancelado;2285;Apartamento T1;(WEB) Non-refundable Rate *;17/04/2023 09:58;1;1;2;2;0;0;48.59;2023-04-17;2023-04-18;48.59;24.295;24.295
311;1722302;França;Registado;1407;DB - Quarto Duplo Standard;MR - Main Rate;17/04/2023 09:54;1;1;2;2;0;0;80.75;2023-05-08;2023-05-09;80.75;40.375;40.375
444;1722296;Estados Unidos;Registado;2384;Twin;Normal;17/04/2023 09:49;1;1;1;1;0;0;90.0;2023-04-17;2023-04-18;90.0;90.0;90.0
304;1722295;Austrália;Registado;1348;201 - Suite;Tarifa Site;17/04/2023 09:48;2;1;2;2;0;0;237.36;2023-08-05;2023-08-07;118.68;59.34;59.34
482;1722286;Portugal;Registado;2285;Apartamento T1;(WEB) Non-refundable Rate *;17/04/2023 09:35;1;1;2;2;0;0;48.59;2023-04-18;2023-04-19;48.59;24.295;24.295
328;1722282;Espanha;Registado;1453;Standard Double Room;WebSite;17/04/2023 09:31;1;1;2;2;0;0;49.56;2023-04-17;2023-04-18;49.56;24.78;24.78
319;1722269;Portugal;Cancelado;2264;Standard;Normal (BB);17/04/2023 09:19;1;2;1;2;0;0;108.0;2023-05-02;2023-05-03;108.0;54.0;108.0
378;1722262;Portugal;Registado;1738;Duplo ou Twin Standard;Tarifa Não Reembolsável - Directo;17/04/2023 09:11;1;1;2;2;0;0;70.0;2023-04-19;2023-04-20;70.0;35.0;35.0
309;1722244;Portugal;Modificada;1372;Quarto Duplo Standard;MR - Main Rate;17/04/2023 08:55;1;1;2;2;0;0;57.0;2023-04-22;2023-04-23;57.0;28.5;28.5
313;1722211;França;Registado;1378;Quartos I, II, III, IV (Terraço Privado);Normal;17/04/2023 08:10;3;1;2;2;0;0;840.0;2023-08-10;2023-08-13;280.0;140.0;140.0
328;1722192;Portugal;Registado;1451;4 Bed Mixed Dormitory;WebSite;17/04/2023 07:23;2;1;1;1;0;0;59.48;2023-04-19;2023-04-21;29.74;29.74;29.74
465;1722139;França;Registado;2407;Duplo Deluxe;Bar RO;17/04/2023 03:20;1;1;2;2;0;0;90.0;2023-09-06;2023-09-07;90.0;45.0;45.0
465;1722139;França;Registado;2409;Queen Deluxe;Bar RO;17/04/2023 03:20;1;1;2;2;0;0;90.0;2023-09-06;2023-09-07;90.0;45.0;45.0
444;1722123;Estados Unidos;Registado;2073;Duplo;Normal;17/04/2023 01:34;1;1;2;2;0;0;140.0;2023-09-20;2023-09-21;140.0;70.0;70.0
444;1722122;Nova Zelândia;Registado;2074;Duplo   Vista Mar lateral;Normal;17/04/2023 01:32;2;1;2;2;0;0;300.0;2023-09-08;2023-09-10;150.0;75.0;75.0
311;1722110;Estados Unidos;Registado;1429;TW - Quarto Twin Standard;MR - Main Rate;17/04/2023 00:19;1;1;2;2;0;0;80.75;2023-05-27;2023-05-28;80.75;40.375;40.375
444;1722080;Canadá;Registado;2386;Twin vista  mar parcial;Normal;16/04/2023 23:07;1;1;2;2;0;0;130.0;2023-06-29;2023-06-30;130.0;65.0;65.0
503;1722075;Brasil;Registado;2785;Duplo Economico Traseiras;BAR APA;16/04/2023 22:43;4;1;2;2;0;0;340.0;2023-06-12;2023-06-16;85.0;42.5;42.5
310;1722073;Portugal;Registado;1395;Quarto Duplo Standard;MR - Main Rate;16/04/2023 22:32;1;1;2;2;0;0;59.8975;2023-04-16;2023-04-17;59.8975;29.94875;29.94875
482;1722066;Irlanda;Registado;2285;Apartamento T1;(WEB) Best Available Rate*;16/04/2023 22:22;9;1;2;2;0;0;726.75;2023-09-19;2023-09-28;80.75;40.375;40.375
310;1722047;Portugal;Registado;2870;Quarto Duplo Superior com Cama Extra;Main Rate BB;16/04/2023 21:55;1;1;2;2;0;0;100.4435;2023-04-30;2023-05-01;100.4435;50.22175;50.22175
310;1722038;Portugal;NãoRegistado;2870;Quarto Duplo Superior com Cama Extra;Main Rate BB;16/04/2023 21:48;1;1;2;2;0;0;100.4435;2023-04-30;2023-05-01;100.4435;50.22175;50.22175
310;1722031;Portugal;NãoRegistado;2870;Quarto Duplo Superior com Cama Extra;Main Rate BB;16/04/2023 21:36;1;1;2;2;0;0;100.4435;2023-04-30;2023-05-01;100.4435;50.22175;50.22175
516;1722025;Espanha;Registado;2436;Quarto Duplo standard;Bar | ROOM ONLY;16/04/2023 21:28;3;1;2;2;0;0;300.0;2023-08-25;2023-08-28;100.0;50.0;50.0
310;1722023;Portugal;NãoRegistado;2870;Quarto Duplo Superior com Cama Extra;Main Rate BB;16/04/2023 21:27;1;1;2;2;0;0;100.4435;2023-04-30;2023-05-01;100.4435;50.22175;50.22175
321;1722009;Portugal;Registado;1417;Quarto Duplo;BAR NO REFUNDABLE S/PA;16/04/2023 21:16;1;1;2;2;0;0;65.0;2023-04-29;2023-04-30;65.0;32.5;32.5
444;1721993;Espanha;Registado;2384;Twin;Normal;16/04/2023 20:55;13;1;2;2;0;0;2210.0;2023-08-09;2023-08-22;170.0;85.0;85.0
526;1721990;Estados Unidos;Registado;2770;Quarto Twin;Bar;16/04/2023 20:48;4;1;2;2;0;0;380.0;2023-07-07;2023-07-11;95.0;47.5;47.5
444;1721984;Alemanha;Registado;2074;Duplo   Vista Mar lateral;Normal;16/04/2023 20:38;2;1;2;2;0;0;200.0;2023-04-17;2023-04-19;100.0;50.0;50.0
433;1721980;Alemanha;Modificada;2732;QUARTO FAMILIAR;Non Refundable S/PA;16/04/2023 20:34;3;1;2;2;0;0;204.0;2023-05-16;2023-05-19;68.0;34.0;34.0
309;1721963;Portugal;Cancelado;1372;Quarto Duplo Standard;MR - Main Rate;16/04/2023 20:22;1;1;2;2;0;0;57.0;2023-04-16;2023-04-17;57.0;28.5;28.5
358;1721962;Reino Unido;Registado;1770;Suite com Varanda Interior;BAR;16/04/2023 20:20;1;1;2;2;0;0;280.0;2023-04-24;2023-04-25;280.0;140.0;140.0
311;1721918;Reino Unido;NãoRegistado;1407;DB - Quarto Duplo Standard;NR;16/04/2023 19:29;1;1;2;2;0;0;85.5;2023-07-02;2023-07-03;85.5;42.75;42.75
311;1721918;Reino Unido;NãoRegistado;1407;DB - Quarto Duplo Standard;MR - Main Rate;16/04/2023 19:29;1;1;2;2;0;0;85.5;2023-07-02;2023-07-03;85.5;42.75;42.75
535;1721917;Portugal;Registado;2523;Quarto Duplo;WebSite;16/04/2023 19:29;1;1;2;2;0;0;81.0;2023-04-30;2023-05-01;81.0;40.5;40.5
179;1721910;Portugal;Registado;629;Single Comfort;Tarifa Base;16/04/2023 19:17;1;1;1;1;0;0;103.5;2023-04-17;2023-04-18;103.5;103.5;103.5
310;1721891;Portugal;Pendente;1424;Quarto Twin Standard;MR - Main Rate;16/04/2023 18:51;1;1;2;2;0;0;59.8975;2023-04-21;2023-04-22;59.8975;29.94875;29.94875
310;1721874;Portugal;NãoRegistado;1424;Quarto Twin Standard;MR - Main Rate;16/04/2023 18:41;1;1;2;2;0;0;59.8975;2023-04-21;2023-04-22;59.8975;29.94875;29.94875
482;1721867;Portugal;Registado;2285;Apartamento T1;(WEB) Non-refundable Rate *;16/04/2023 18:33;2;1;1;1;0;0;97.1799999999;2023-04-16;2023-04-18;48.58999999995;48.58999999995;48.58999999995
556;1721855;Portugal;Pendente;2831;Double Room Standard;WEB (Best Available Rate) BB;16/04/2023 18:21;1;1;2;2;0;0;68.0;2023-06-24;2023-06-25;68.0;34.0;34.0
319;1721846;Espanha;Registado;2890;City Duplo;Normal (RO);16/04/2023 18:12;1;1;2;2;0;0;73.5;2023-05-17;2023-05-18;73.5;36.75;36.75
465;1721845;Canadá;Cancelado;2408;Suite Junior Deluxe;Bar BB;16/04/2023 18:12;1;1;1;1;0;0;100.0;2023-10-07;2023-10-08;100.0;100.0;100.0
310;1721834;Dinamarca;Registado;1673;Quarto Duplo Superior;Semi Flexivel BB;16/04/2023 17:58;1;1;2;2;0;0;86.33;2023-05-13;2023-05-14;86.33;43.165;43.165
482;1721806;Portugal;Modificada;2285;Apartamento T1;(WEB) Non-refundable Rate *;16/04/2023 17:29;3;1;2;2;0;0;145.7699999999;2023-04-22;2023-04-25;48.589999999966665;24.294999999983332;24.294999999983332
310;1721804;Brasil;NãoRegistado;1395;Quarto Duplo Standard;MR - Main Rate;16/04/2023 17:26;3;1;2;2;0;0;185.25;2023-04-16;2023-04-19;61.75;30.875;30.875
319;1721800;Espanha;Cancelado;2890;City Duplo;Normal (RO);16/04/2023 17:24;2;1;2;2;0;0;147.0;2023-05-16;2023-05-18;73.5;36.75;36.75
311;1721795;Portugal;Registado;1407;DB - Quarto Duplo Standard;MR - Main Rate;16/04/2023 17:13;1;1;2;2;0;0;80.75;2023-06-10;2023-06-11;80.75;40.375;40.375
403;1721793;Bélgica;Registado;1875;Quarto Superior;Tarifa sem pequeno-almoço;16/04/2023 17:10;3;1;1;1;0;0;210.0;2023-05-03;2023-05-06;70.0;70.0;70.0
311;1721792;Portugal;NãoRegistado;1407;DB - Quarto Duplo Standard;MR - Main Rate;16/04/2023 17:08;1;1;2;2;0;0;80.75;2023-06-10;2023-06-11;80.75;40.375;40.375
526;1721776;Canadá;Registado;2757;Quarto Double;Bar;16/04/2023 16:47;3;1;2;2;0;0;285.0;2023-07-02;2023-07-05;95.0;47.5;47.5
426;1721754;Estados Unidos;Registado;1990;Twin Standard;BAR;16/04/2023 16:26;7;1;2;2;0;0;680.0;2023-07-27;2023-08-03;97.14285714285714;48.57142857142857;48.57142857142857
426;1721754;Estados Unidos;Registado;1995;Duplo Standard - Cama de Casal;BAR;16/04/2023 16:26;11;1;2;2;0;0;1131.0;2023-07-27;2023-08-07;102.81818181818181;51.40909090909091;51.40909090909091
179;1721744;França;Registado;630;Duplo  Comfort;No Reembolsable 13%;16/04/2023 16:22;3;1;2;2;0;0;477.63;2023-05-26;2023-05-29;159.21;79.605;79.605
311;1721737;França;Registado;1407;DB - Quarto Duplo Standard;MR - Main Rate;16/04/2023 16:12;1;1;2;2;0;0;85.5;2023-04-24;2023-04-25;85.5;42.75;42.75
426;1721736;Suiça;Registado;1990;Twin Standard;BAR;16/04/2023 16:12;1;1;2;2;0;0;90.0;2023-05-26;2023-05-27;90.0;45.0;45.0
309;1721726;Portugal;Registado;1372;Quarto Duplo Standard;MR - Main Rate;16/04/2023 15:54;1;2;2;4;0;0;110.58;2023-04-22;2023-04-23;110.58;27.645;55.29
309;1721707;Portugal;Registado;1372;Quarto Duplo Standard;MR - Main Rate;16/04/2023 15:34;1;1;1;1;0;0;55.29;2023-04-17;2023-04-18;55.29;55.29;55.29
259;1721686;Estados Unidos;Registado;1105;Suite Deluxe;Normal;16/04/2023 15:07;2;1;2;2;0;0;420.0;2023-08-28;2023-08-30;210.0;105.0;105.0
