535,1418765,Portugal,Pendente,2783,Bungalow,WebSite,2022-01-03T15:45:43.383Z,2,2,2,0,2,139.5,2022-01-03,2022-01-07,2022-01-09,2,true,true,true
535,1418802,Portugal,Pendente,2523,Quarto Duplo,WebSite,2022-01-03T17:25:18.077Z,1,2,2,0,2,72.0,2022-01-03,2022-02-26,2022-02-27,1,true,true,true
535,1418805,Portugal,Cancelado,2523,Quarto Duplo,WebSite,2022-01-03T17:32:55.757Z,1,2,2,0,2,58.5,2022-01-03,2022-01-03,2022-01-04,1,true,true,true
535,1418809,Portugal,Pendente,2523,Quarto Duplo,WebSite,2022-01-03T17:35:08.327Z,1,2,2,0,2,58.5,2022-01-03,2022-01-13,2022-01-14,1,true,true,true
349,1418847,Portugal,Registado,1551,Quarto Twin,Clientes Fidelizados,2022-01-03T19:28:09.203Z,2,2,2,0,2,98.0,2022-01-03,2022-01-04,2022-01-06,2,true,true,true
379,1418854,Irlanda,Registado,1741,T2 Superior Vista Marina ou Piscina,BAR,2022-01-03T19:42:27.740Z,14,4,4,0,4,4382.0,2022-01-03,2022-06-30,2022-07-14,14,true,true,true
309,1418855,Portugal,NãoRegistado,1372,Quarto Duplo Standard,DB RO NRF,2022-01-03T19:46:01.420Z,1,2,2,0,2,38.7,2022-01-03,2022-01-08,2022-01-09,1,true,true,true
309,1418856,Portugal,Modificada,1372,Quarto Duplo Standard,DB RO NRF,2022-01-03T19:46:42.330Z,1,2,2,0,2,38.7,2022-01-03,2022-01-08,2022-01-09,1,true,true,true
179,1418869,Dinamarca,Registado,630,Duplo  Comfort,No Reembolsable 13%,2022-01-03T20:28:31.233Z,2,2,2,0,2,289.0,2022-01-03,2022-05-16,2022-05-18,2,true,true,true
539,1418870,Portugal,Registado,2542,Quarto Dpl. Standard,Bar,2022-01-03T20:31:38.150Z,2,1,1,0,1,0.0,2022-01-03,2022-02-26,2022-02-28,2,true,true,true
269,1418896,Portugal,Registado,1159,Duplo/Twin Vista Terra,CAMPANHA ESPECIAL SEMANA - 18% desconto,2022-01-03T21:31:36.420Z,2,2,2,0,2,136.12,2022-01-03,2022-01-05,2022-01-07,2,true,true,true
309,1418925,Espanha,Registado,1372,Quarto Duplo Standard,DB RO NRF,2022-01-03T23:45:00.640Z,1,2,2,0,2,43.0,2022-01-03,2022-01-03,2022-01-04,1,true,true,true
311,1418958,Alemanha,Registado,1407,DB - Quarto Duplo Standard,DB Room Only NRF,2022-01-04T10:22:40.227Z,1,1,1,0,1,63.0,2022-01-04,2022-01-04,2022-01-05,1,true,true,true
535,1418963,Portugal,Cancelado,2523,Quarto Duplo,WebSite,2022-01-04T10:31:25.273Z,2,2,2,0,2,130.5,2022-01-04,2022-01-14,2022-01-16,2,true,true,true
556,1418976,Portugal,Pendente,2831,Double Room Standard,WEB (Best Available Rate) BB,2022-01-04T11:00:20.017Z,1,2,2,0,2,62.7,2022-01-04,2022-01-07,2022-01-08,1,true,true,true
535,1419002,Portugal,Modificada,2783,Bungalow,WebSite,2022-01-04T12:53:41.507Z,1,2,2,0,2,67.5,2022-01-04,2022-01-14,2022-01-15,1,true,true,true
556,1419021,Portugal,Pendente,2832,Twin Room Standard,WEB (Best Available Rate) BB,2022-01-04T13:45:12.063Z,1,2,2,0,2,76.0,2022-01-04,2022-01-08,2022-01-09,1,true,true,true
556,1419048,Portugal,Registado,2831,Double Room Standard,WEB (Best Available Rate) BB,2022-01-04T15:03:19.770Z,1,2,2,0,2,76.0,2022-01-04,2022-01-08,2022-01-09,1,true,true,true
311,1419052,Portugal,Registado,1407,DB - Quarto Duplo Standard,DB Room Only,2022-01-04T15:14:32.700Z,1,1,1,0,1,57.6,2022-01-04,2022-01-14,2022-01-15,1,true,true,true
556,1419055,Portugal,Pendente,2831,Double Room Standard,WEB (Best Available Rate) BB,2022-01-04T15:23:07.773Z,2,2,2,0,2,138.7,2022-01-04,2022-01-28,2022-01-30,2,true,true,true
556,1419068,Portugal,Pendente,2831,Double Room Standard,WEB (Best Available Rate) BB,2022-01-04T16:00:00.287Z,1,2,2,0,2,57.0,2022-01-04,2022-01-05,2022-01-06,1,true,true,true
556,1419068,Portugal,Pendente,2832,Twin Room Standard,WEB (Best Available Rate) BB,2022-01-04T16:00:00.287Z,1,2,2,0,2,57.0,2022-01-04,2022-01-05,2022-01-06,1,true,true,true
311,1419070,Reino Unido,Registado,1429,TW - Quarto Twin Standard,TW BB,2022-01-04T16:06:30.600Z,1,2,2,0,2,79.0,2022-01-04,2022-01-14,2022-01-15,1,true,true,true
310,1419073,Portugal,Pendente,1395,Quarto Duplo Standard,NRF,2022-01-04T16:11:58.377Z,1,2,2,0,2,43.2,2022-01-04,2022-01-04,2022-01-05,1,true,true,true
511,1419080,Bélgica,Registado,2444,Quarto Twin,Standart Rate - Quartos (Room Only),2022-01-04T17:00:00.177Z,3,2,2,0,2,120.0,2022-01-04,2022-01-04,2022-01-07,3,true,true,true
310,1419085,Portugal,Cancelado,1395,Quarto Duplo Standard,MR - Main Rate,2022-01-04T17:14:30.793Z,1,2,2,0,2,49.0,2022-01-04,2022-01-05,2022-01-06,1,true,true,true
556,1419091,Portugal,Pendente,2833,Triple Room Standard,WEB (Best Available Rate) BB,2022-01-04T17:36:29.753Z,2,3,3,0,3,171.0,2022-01-04,2022-01-05,2022-01-07,2,true,true,true
310,1419099,França,Registado,1424,Quarto Twin Standard,NRF,2022-01-04T17:53:12.680Z,10,2,2,0,2,480.0,2022-01-04,2022-01-15,2022-01-25,10,true,true,true
269,1419107,Portugal,Registado,1159,Duplo/Twin Vista Terra,CAMPANHA ESPECIAL SEMANA - 18% desconto,2022-01-04T18:06:56.353Z,2,2,2,0,2,136.12,2022-01-04,2022-01-05,2022-01-07,2,true,true,true
539,1419119,Portugal,Confirmado,2542,Quarto Dpl. Standard,Bar,2022-01-04T18:46:29.587Z,2,1,1,0,1,160.0,2022-01-04,2022-01-07,2022-01-09,2,true,true,true
539,1419120,Portugal,Confirmado,2542,Quarto Dpl. Standard,Bar,2022-01-04T18:48:26.910Z,2,1,1,0,1,160.0,2022-01-04,2022-01-07,2022-01-09,2,true,true,true
539,1419123,Portugal,Registado,2542,Quarto Dpl. Standard,Bar,2022-01-04T18:53:33.490Z,2,1,1,0,1,96.0,2022-01-04,2022-01-28,2022-01-30,2,true,true,true
483,1419143,Portugal,Registado,2287,Tryp Twin Standard,CLG - Flexible sin restricciones,2022-01-04T19:41:36.163Z,1,2,4,0,2,300.0,2022-01-04,2022-01-08,2022-01-09,1,true,true,true
403,1419144,Portugal,Registado,1876,Quarto Standard,Tarifa sem pequeno-almoço,2022-01-04T19:49:27.380Z,1,2,2,0,2,48.0,2022-01-04,2022-01-06,2022-01-07,1,true,true,true
259,1419156,Portugal,Registado,1103,Standard,Pacote Romântico/Romantic Package,2022-01-04T20:19:31.277Z,1,2,2,0,2,115.0,2022-01-04,2022-01-06,2022-01-07,1,true,true,true
378,1419175,Estados Unidos,Registado,1738,Duplo ou Twin Standard,Tarifa Não Reembolsável - Directo,2022-01-04T21:21:48.913Z,1,2,2,0,2,63.9,2022-01-04,2022-01-04,2022-01-05,1,true,true,true
453,1419184,Alemanha,Registado,2117,Apartamento T1,Reserva Direta,2022-01-04T21:48:19.500Z,1,1,1,0,1,57.0,2022-01-04,2022-01-05,2022-01-06,1,true,true,true
483,1419189,Portugal,Cancelado,2288,Tryp Double Standard,CLG - Flexible sin restricciones,2022-01-04T21:54:44.573Z,2,2,2,1,2,278.0,2022-01-04,2022-01-21,2022-01-23,2,true,true,true
413,1419222,Portugal,Registado,1913,Quarto Twin / Duplo Vista Jardim,BAR,2022-01-04T23:43:31.960Z,1,2,2,0,2,100.0,2022-01-04,2022-02-19,2022-02-20,1,true,true,true
535,1419224,Portugal,Pendente,2523,Quarto Duplo,WebSite,2022-01-04T23:48:00.617Z,1,2,2,0,2,72.0,2022-01-04,2022-01-08,2022-01-09,1,true,true,true
535,1419236,Portugal,Modificada,2783,Bungalow,WebSite,2022-01-05T01:13:22.677Z,1,2,2,0,2,67.5,2022-01-05,2022-01-25,2022-01-26,1,true,true,true
539,1419256,Portugal,Registado,2542,Quarto Dpl. Standard,Bar,2022-01-05T08:38:16.270Z,1,1,1,0,1,48.0,2022-01-05,2022-01-07,2022-01-08,1,true,true,true
539,1419259,Portugal,Registado,2542,Quarto Dpl. Standard,Bar,2022-01-05T08:47:30.480Z,2,1,1,0,1,88.0,2022-01-05,2022-04-23,2022-04-25,2,true,true,true
556,1419260,Portugal,Pendente,2832,Twin Room Standard,WEB (Best Available Rate) BB,2022-01-05T08:48:05.827Z,3,2,2,0,2,156.75,2022-01-05,2022-01-11,2022-01-14,3,true,true,true
556,1419268,Portugal,Pendente,2831,Double Room Standard,WEB (Best Available Rate) BB,2022-01-05T09:43:34.627Z,1,2,2,0,2,62.7,2022-01-05,2022-01-07,2022-01-08,1,true,true,true
556,1419268,Portugal,Pendente,2832,Twin Room Standard,WEB (Best Available Rate) BB,2022-01-05T09:43:34.627Z,1,2,2,0,2,62.7,2022-01-05,2022-01-07,2022-01-08,1,true,true,true
453,1419287,Alemanha,Registado,2117,Apartamento T1,Reserva Direta,2022-01-05T11:30:54.217Z,3,1,1,0,1,197.0,2022-01-05,2022-01-06,2022-01-09,3,true,true,true
310,1419296,Portugal,Modificada,1395,Quarto Duplo Standard,NRF,2022-01-05T12:06:43.893Z,1,2,2,0,2,43.2,2022-01-05,2022-01-05,2022-01-06,1,true,true,true
311,1419325,Portugal,NãoRegistado,1407,DB - Quarto Duplo Standard,DB Room Only NRF,2022-01-05T14:03:49.333Z,1,1,1,0,1,63.0,2022-01-05,2022-01-05,2022-01-06,1,true,true,true
313,1419365,Áustria,Registado,1378,"Quartos I, II, III, IV (Terraço Privado)",Normal,2022-01-05T16:00:45.227Z,2,2,2,0,2,320.0,2022-01-05,2022-01-05,2022-01-07,2,true,true,true
483,1419390,Portugal,Registado,2288,Tryp Double Standard,CLG - Flexible sin restricciones,2022-01-05T17:15:13.520Z,2,2,2,1,2,230.0,2022-01-05,2022-01-06,2022-01-08,2,true,true,true
483,1419407,Portugal,Registado,2289,Tryp Family Room Standard,CLG - Flexible sin restricciones | HB,2022-01-05T18:26:59.937Z,1,2,2,2,2,226.0,2022-01-05,2022-01-07,2022-01-08,1,true,true,true
414,1419416,Reino Unido,Registado,2047,Duplo Superior Vista Mar,Normal - Bar,2022-01-05T18:44:06.350Z,4,2,2,0,2,440.0,2022-01-05,2022-06-09,2022-06-13,4,true,true,true
311,1419420,Estados Unidos,NãoRegistado,2034,DBS - Quarto Duplo Superior,DBS BB,2022-01-05T18:51:58.813Z,1,1,2,0,1,153.0,2022-01-05,2022-01-29,2022-01-30,1,true,true,true
535,1419434,Portugal,Registado,2527,Suite,WebSite,2022-01-05T19:28:38.837Z,1,2,2,0,2,90.0,2022-01-05,2022-01-22,2022-01-23,1,true,true,true
511,1419450,Portugal,Registado,2395,Apartamento com 1 Quarto,Standart Rate - Apartamentos,2022-01-05T19:55:58.117Z,7,2,2,0,2,350.0,2022-01-05,2022-01-07,2022-01-14,7,true,true,true
280,1419494,Portugal,Registado,2561,QUARTO DUPLO STANDARD,BAR,2022-01-05T22:17:24.940Z,1,2,2,0,2,94.0,2022-01-05,2022-01-08,2022-01-09,1,true,true,true
483,1419511,Portugal,Registado,2288,Tryp Double Standard,CLG - Flexible sin restricciones | HB,2022-01-05T23:14:33.920Z,1,2,4,0,2,312.0,2022-01-05,2022-02-12,2022-02-13,1,true,true,true
444,1419517,Portugal,Registado,2076,Suite,Normal,2022-01-05T23:26:23.873Z,1,2,2,2,2,110.0,2022-01-05,2022-01-07,2022-01-08,1,true,true,true
444,1419542,Portugal,Registado,2073,Duplo,Normal,2022-01-06T01:43:14.083Z,1,2,2,0,2,70.0,2022-01-06,2022-01-08,2022-01-09,1,true,true,true
311,1419544,Portugal,NãoRegistado,1407,DB - Quarto Duplo Standard,Duplo BB,2022-01-06T02:21:57.230Z,1,2,2,0,2,79.0,2022-01-06,2022-01-08,2022-01-09,1,true,true,true
311,1419547,Portugal,Registado,1407,DB - Quarto Duplo Standard,Duplo BB,2022-01-06T03:02:56.417Z,1,2,2,0,2,79.0,2022-01-06,2022-01-08,2022-01-09,1,true,true,true
311,1419549,Portugal,NãoRegistado,1407,DB - Quarto Duplo Standard,Duplo BB,2022-01-06T03:09:21.930Z,1,2,2,0,2,79.0,2022-01-06,2022-01-08,2022-01-09,1,true,true,true
304,1419563,Alemanha,Modificada,1349,202 - Suite,Nao Reembolsavel DRV-10,2022-01-06T08:43:11.823Z,1,2,2,0,2,71.1,2022-01-06,2022-01-07,2022-01-08,1,true,true,true
483,1419583,Portugal,Cancelado,2288,Tryp Double Standard,CLG - Flexible sin restricciones,2022-01-06T11:30:06.443Z,1,2,2,0,2,120.0,2022-01-06,2022-02-12,2022-02-13,1,true,true,true
494,1419595,Portugal,Registado,2383,Quarto twin Com WC privativa 1,Bar,2022-01-06T12:17:56.603Z,2,1,1,0,1,100.0,2022-01-06,2022-02-21,2022-02-23,2,true,true,true
269,1419596,Portugal,Registado,1163,Suite Open Space - Vista Terra,CAMPANHA ESPECIAL RESERVA DIRECTA 15% DESCONTO,2022-01-06T12:20:18.710Z,1,2,2,0,2,102.85,2022-01-06,2022-01-15,2022-01-16,1,true,true,true
259,1419597,Dinamarca,Registado,1103,Standard,Min 3 noites,2022-01-06T12:20:33.447Z,3,2,2,0,2,356.25,2022-01-06,2022-07-17,2022-07-20,3,true,true,true
426,1419609,Reino Unido,Registado,1990,Twin Standard,BAR,2022-01-06T13:13:12.323Z,2,2,2,0,2,180.0,2022-01-06,2022-07-05,2022-07-07,2,true,true,true
304,1419615,Portugal,Registado,1348,201 - Suite,Rack Rate,2022-01-06T13:23:42.033Z,3,2,2,0,2,218.04,2022-01-06,2022-01-06,2022-01-09,3,true,true,true
556,1419648,Portugal,Registado,2832,Twin Room Standard,WEB (Best Available Rate) BB,2022-01-06T14:38:09.523Z,1,2,2,0,2,85.5,2022-01-06,2022-01-08,2022-01-09,1,true,true,true
426,1419656,Portugal,Registado,1995,Duplo Standard - Cama de Casal,BAR,2022-01-06T15:02:39.263Z,1,2,8,0,2,308.0,2022-01-06,2022-02-11,2022-02-12,1,true,true,true
483,1419659,Portugal,Registado,2287,Tryp Twin Standard,CLG - Flexible sin restricciones,2022-01-06T15:13:02.100Z,2,2,2,1,2,286.0,2022-01-06,2022-01-07,2022-01-09,2,true,true,true
453,1419681,Portugal,Registado,2117,Apartamento T1,Reserva Direta,2022-01-06T16:13:56.663Z,1,2,2,0,2,55.0,2022-01-06,2022-01-06,2022-01-07,1,true,true,true
311,1419685,Portugal,Registado,1407,DB - Quarto Duplo Standard,DB Room Only NRF,2022-01-06T16:35:17.020Z,1,1,1,0,1,63.0,2022-01-06,2022-01-09,2022-01-10,1,true,true,true
483,1419686,Portugal,Registado,2287,Tryp Twin Standard,CLG - Flexible sin restricciones,2022-01-06T16:38:25.890Z,2,2,2,1,2,286.0,2022-01-06,2022-01-07,2022-01-09,2,true,true,true
311,1419701,Portugal,Modificada,1407,DB - Quarto Duplo Standard,DB BB NRF,2022-01-06T17:20:19.723Z,2,1,1,0,1,141.0,2022-01-06,2022-01-10,2022-01-12,2,true,true,true
309,1419710,Portugal,NãoRegistado,1372,Quarto Duplo Standard,DB BB NRF,2022-01-06T17:48:19.650Z,1,1,1,0,1,45.45,2022-01-06,2022-01-06,2022-01-07,1,true,true,true
309,1419740,Portugal,NãoRegistado,1372,Quarto Duplo Standard,DB BB NRF,2022-01-06T19:36:28.360Z,2,2,2,0,2,104.4,2022-01-06,2022-01-06,2022-01-08,2,true,true,true
309,1419747,Portugal,NãoRegistado,1372,Quarto Duplo Standard,DB BB NRF,2022-01-06T19:52:13.880Z,2,2,2,0,2,104.4,2022-01-06,2022-01-06,2022-01-08,2,true,true,true
309,1419749,Portugal,Modificada,1372,Quarto Duplo Standard,DB BB NRF,2022-01-06T19:54:03.750Z,2,2,2,0,2,104.4,2022-01-06,2022-01-06,2022-01-08,2,true,true,true
392,1419805,Reino Unido,Registado,2382,APARTAMENTO COM 2 QUARTOS,Epoca Normal,2022-01-06T22:27:53.843Z,3,2,2,0,2,636.12,2022-01-06,2022-07-08,2022-07-11,3,true,true,true
501,1419821,Estados Unidos,Registado,2373,Casa Teresinha,Normal,2022-01-06T23:17:13.667Z,2,2,2,0,2,204.0,2022-01-06,2022-09-19,2022-09-21,2,true,true,true
287,1419834,Argentina,Registado,1232,STUDIO,4N,2022-01-07T00:12:49.763Z,4,2,2,0,2,270.0,2022-01-07,2022-07-09,2022-07-13,4,true,true,true
444,1419870,Dinamarca,Registado,2073,Duplo,Normal,2022-01-07T10:08:10.477Z,1,1,1,0,1,70.0,2022-01-07,2022-01-07,2022-01-08,1,true,true,true
310,1419885,Holanda,Cancelado,1395,Quarto Duplo Standard,NRF,2022-01-07T10:56:46.367Z,5,1,1,0,1,240.0,2022-01-07,2022-01-23,2022-01-28,5,true,true,true
310,1419886,Holanda,NãoRegistado,1395,Quarto Duplo Standard,NRF,2022-01-07T10:58:10.593Z,5,1,1,0,1,240.0,2022-01-07,2022-01-23,2022-01-28,5,true,true,true
310,1419889,Holanda,Cancelado,1395,Quarto Duplo Standard,NRF,2022-01-07T10:58:59.707Z,5,1,1,0,1,240.0,2022-01-07,2022-01-23,2022-01-28,5,true,true,true
556,1419954,Portugal,Pendente,2834,Suite Room Standard,NRF - Non Refundable,2022-01-07T13:35:56.883Z,1,3,3,1,3,144.64,2022-01-07,2022-03-19,2022-03-20,1,true,true,true
444,1419959,Portugal,Registado,2384,Twin/Duplo,Normal,2022-01-07T13:58:02.137Z,1,2,2,0,2,70.0,2022-01-07,2022-01-07,2022-01-08,1,true,true,true
413,1419983,Portugal,Registado,1912,Quarto Twin / Duplo Vista Montanha,BAR,2022-01-07T15:27:29.490Z,2,2,2,0,2,195.0,2022-01-07,2022-01-28,2022-01-30,2,true,true,true
185,1419994,Portugal,Cancelado,660,Duplo/Twin,BAR,2022-01-07T15:43:16.387Z,1,2,2,0,2,89.0,2022-01-07,2022-02-11,2022-02-12,1,true,true,true
539,1419997,Portugal,Registado,2542,Quarto Dpl. Standard,Bar,2022-01-07T15:58:17.690Z,1,1,1,0,1,48.0,2022-01-07,2022-01-09,2022-01-10,1,true,true,true
269,1420002,Portugal,Registado,1164,Suite VIP - Vista Terra,CAMPANHA ESPECIAL RESERVA DIRECTA 15% DESCONTO,2022-01-07T16:02:28.653Z,1,2,2,0,2,126.65,2022-01-07,2022-02-05,2022-02-06,1,true,true,true
556,1420007,Portugal,Registado,2831,Double Room Standard,WEB (Best Available Rate) BB,2022-01-07T16:11:09.140Z,1,2,2,0,2,52.25,2022-01-07,2022-01-16,2022-01-17,1,true,true,true
556,1420008,Portugal,Registado,2831,Double Room Standard,WEB (Best Available Rate) BB,2022-01-07T16:16:26.010Z,1,2,2,0,2,52.25,2022-01-07,2022-01-16,2022-01-17,1,true,true,true
310,1420038,Portugal,Cancelado,1395,Quarto Duplo Standard,NRF,2022-01-07T17:47:04.790Z,1,1,1,0,1,43.2,2022-01-07,2022-01-10,2022-01-11,1,true,true,true
309,1420044,Portugal,NãoRegistado,1372,Quarto Duplo Standard,DB RO NRF,2022-01-07T17:53:36.770Z,1,2,2,0,2,38.7,2022-01-07,2022-01-07,2022-01-08,1,true,true,true
309,1420046,Portugal,Registado,1372,Quarto Duplo Standard,DB RO NRF,2022-01-07T17:55:12.047Z,1,2,2,0,2,38.7,2022-01-07,2022-01-07,2022-01-08,1,true,true,true
310,1420069,Portugal,NãoRegistado,1395,Quarto Duplo Standard,NRF,2022-01-07T18:47:28.947Z,4,1,2,0,1,345.6,2022-01-07,2022-01-10,2022-01-14,4,true,true,true
310,1420069,Portugal,NãoRegistado,1424,Quarto Twin Standard,NRF,2022-01-07T18:47:28.947Z,4,1,3,0,1,518.4,2022-01-07,2022-01-10,2022-01-14,4,true,true,true
310,1420072,Portugal,NãoRegistado,1395,Quarto Duplo Standard,NRF,2022-01-07T18:48:43.020Z,4,1,2,0,1,345.6,2022-01-07,2022-01-10,2022-01-14,4,true,true,true
310,1420072,Portugal,NãoRegistado,1424,Quarto Twin Standard,NRF,2022-01-07T18:48:43.020Z,4,1,3,0,1,518.4,2022-01-07,2022-01-10,2022-01-14,4,true,true,true
310,1420075,Portugal,Modificada,1395,Quarto Duplo Standard,NRF,2022-01-07T18:50:17.683Z,4,1,2,0,1,345.6,2022-01-07,2022-01-10,2022-01-14,4,true,true,true
310,1420075,Portugal,Modificada,1424,Quarto Twin Standard,NRF,2022-01-07T18:50:17.683Z,4,1,3,0,1,518.4,2022-01-07,2022-01-10,2022-01-14,4,true,true,true
310,1420077,Portugal,Modificada,1424,Quarto Twin Standard,NRF,2022-01-07T18:53:12.590Z,4,1,1,0,1,172.8,2022-01-07,2022-01-10,2022-01-14,4,true,true,true
560,1420090,Portugal,Registado,2865,Estudio,4N,2022-01-07T20:06:02.760Z,5,2,2,0,2,0.0,2022-01-07,2022-02-13,2022-02-18,5,true,true,true
560,1420092,Portugal,Registado,2865,Estudio,Standard,2022-01-07T20:10:17.457Z,3,2,2,0,2,0.0,2022-01-07,2022-03-02,2022-03-05,3,true,true,true
560,1420093,Portugal,Registado,2865,Estudio,Standard,2022-01-07T20:13:46.710Z,3,2,2,0,2,0.0,2022-01-07,2022-06-09,2022-06-12,3,true,true,true
535,1420104,Portugal,Registado,2526,Quarto Familiar,WebSite,2022-01-07T20:52:00.113Z,1,2,2,0,2,90.0,2022-01-07,2022-01-22,2022-01-23,1,true,true,true
327,1420116,Alemanha,NãoRegistado,1445,T1,P.V.P,2022-01-07T21:08:39.633Z,7,2,2,0,2,478.8,2022-01-07,2022-03-04,2022-03-11,7,true,true,true
327,1420124,Alemanha,Registado,1445,T1,P.V.P,2022-01-07T21:29:40.907Z,7,2,2,0,2,478.8,2022-01-07,2022-03-04,2022-03-11,7,true,true,true
